300
188 293
1 165
169 2 1416 20
14 18 0 19 637595 44 651572 69 687497 94 455647 119 535368 144 643521 168 724838 193 973438 218 1039701 243 1284503 268 1780890 293 1856380 294 0
0
170 2 933 39
13 17 0 18 2327874 43 1712345 67 1005975 92 1579992 117 2712061 141 1615194 166 2212145 191 1295948 216 890642 240 1100310 265 1834830 266 0
0
171 2 1013 159
9 66 0 67 1543904 92 1480248 118 1362776 143 1425465 168 1291668 194 1524819 219 1197064 220 0
1 170
172 2 573 7
7 20 0 21 1030580 46 960962 71 1090041 97 1003412 122 1635716 123 0
0
173 2 627 110
7 141 0 142 966436 169 858910 197 1422470 225 1690063 252 1306284 253 0
1 172
174 2 736 87
8 97 0 98 1058779 121 1286284 144 943770 166 776589 189 1154669 212 896135 213 0
1 172
175 2 1302 141
12 25 0 26 407307 50 497513 74 763803 98 886494 122 1796265 146 1044329 170 1242004 194 1542406 218 1651581 242 1360432 243 0
0
176 2 813 82
14 0 0 1 647374 27 741032 52 556363 78 623206 104 526992 130 955381 155 860179 181 797678 207 1083218 233 1650516 258 2065093 284 2080813 285 0
1 175
177 2 845 152
12 14 0 15 1773243 40 1245467 64 1739996 89 1181266 114 960701 138 1242736 163 1179836 188 1167233 212 695393 237 936998 238 0
2 176 175
178 2 811 10
8 48 0 49 907239 75 556363 102 723368 128 1020663 155 1454518 181 2487669 182 0
1 175
179 2 938 37
8 147 0 148 1829152 172 2490402 196 1686380 219 1233250 243 863884 267 1082278 268 0
0
180 2 1135 97
11 31 0 32 2016774 55 1798225 79 930195 102 708633 125 866349 149 1002634 172 1176719 196 1043784 219 1260969 220 0
1 179
181 2 620 149
13 15 0 16 2229054 41 1519150 65 918875 90 1034792 115 1467153 139 2000575 164 2308597 189 1832309 214 1426055 238 1518034 263 2286851 264 0
0
182 2 1424 113
11 73 0 74 1969001 98 2079936 122 1775560 146 1259853 170 1409702 194 1146838 218 1710765 242 1511728 266 2633624 267 0
1 181
183 2 743 134
13 24 0 25 675486 50 880329 75 866428 100 1430708 125 1825540 151 985113 176 978996 201 838259 226 744023 251 1103184 276 570666 277 0
1 181
184 2 1375 94
15 1 0 2 884801 26 1320708 51 1519505 75 2422766 99 1863999 123 1906901 147 1507818 172 990627 196 1286184 220 2175255 245 1524404 269 1586663 293 1858458 294 0
1 183
185 2 1406 177
15 0 0 1 1424659 26 1641830 51 1650467 76 1338205 101 1052288 126 1134928 151 686185 175 771482 200 539135 225 641105 250 690087 275 1378310 300 2131404 301 0
0
186 2 953 35
8 58 0 59 1761009 83 1957860 107 1893841 132 1855614 156 1177367 180 1508765 181 0
1 185
187 2 849 158
15 1 0 2 1520759 27 1739010 51 1030842 76 1359327 101 1178185 126 1411109 151 974780 175 774569 200 465873 225 764802 249 610429 274 749342 299 658844 300 0
0
188 2 684 170
10 61 0 62 1970982 86 1458328 111 1465053 135 1481719 160 2215684 184 1804974 209 2452417 233 2552882 234 0
1 187
189 2 623 67
14 0 0 1 406469 27 394331 52 378459 78 397181 104 618901 130 1485410 155 1952179 181 1109678 207 1290454 233 1303651 258 2647413 284 2098627 285 0
0
190 2 1290 99
14 8 0 9 391361 35 476316 61 384990 87 488050 113 727900 139 1057471 164 1268789 190 1603348 216 1017205 242 992749 268 1267033 294 1456508 295 0
0
191 2 1141 65
12 6 0 7 691278 33 683958 59 745832 84 419738 110 369875 136 619497 162 964713 187 2327732 213 1725457 239 1275536 240 0
0
192 2 1294 28
12 46 0 47 2722279 73 2714955 99 2955435 125 2140192 151 1332589 178 1240618 204 836824 230 634666 256 1485599 282 1367085 283 0
1 191
193 2 824 64
13 21 0 22 2719467 48 3490634 73 1960674 99 1072665 124 765702 150 817898 176 749863 201 639806 227 314980 252 326229 278 380294 279 0
1 191
194 2 1159 112
7 59 0 60 996136 87 875551 114 1384313 141 1561265 168 1811032 169 0
1 192
195 2 1050 47
14 6 0 7 2055715 31 2154669 55 1177112 79 1262884 103 1368333 127 1107617 151 896414 175 871491 199 458190 223 649498 247 623996 271 413138 272 0
0
196 2 572 178
10 113 0 114 489165 139 342456 165 387671 190 701046 215 1259307 240 2080323 266 1678920 291 1414901 292 0
2 197 195
197 2 1216 155
12 30 0 31 1657116 55 1441053 79 1447512 104 1201926 128 999869 152 827989 176 642872 201 540474 225 463457 249 529260 250 0
0
198 2 785 3
8 82 0 83 1234230 109 1120845 135 983261 160 1346232 186 998596 212 1150340 213 0
0
199 2 1134 28
13 16 0 17 224403 43 251864 69 182374 95 366420 121 312692 147 575102 172 826270 198 2341525 224 2334779 250 1553123 276 897033 277 0
2 200 198
200 2 735 105
12 76 0 77 1418223 101 1517414 124 1531700 148 1182071 171 1008363 195 980037 218 1082590 242 1540167 265 1441361 289 1129689 290 0
0
201 2 1323 3
13 24 0 25 2236117 51 1899056 77 1238652 103 1297261 129 1034828 155 1481615 182 1336900 208 860605 234 1083899 260 1191641 286 1732928 287 0
1 199
202 2 1230 176
14 20 0 21 758136 46 1256406 70 1073475 95 1217470 119 992842 144 875407 168 1398046 193 2390707 217 2402643 242 1823226 266 1300503 291 1656751 292 0
0
203 2 634 79
7 149 0 150 1079025 177 769683 204 1454055 231 1743736 258 3342863 259 0
1 202
204 2 1180 80
14 6 0 7 1597739 32 3115356 56 1829262 81 1357868 106 1219701 131 1122781 155 1165495 180 891844 205 1692986 230 1409486 254 908043 279 955953 280 0
1 202
205 2 778 185
8 70 0 71 1191399 96 792073 120 925729 145 749852 169 1453813 194 3091624 195 0
0
206 2 972 151
12 45 0 46 509028 70 792439 94 576932 118 688528 142 1035270 167 1406758 191 1425484 215 1021953 239 1009710 263 1166392 264 0
1 205
207 2 745 149
13 36 0 37 1973358 62 1546768 87 2079802 111 1655973 136 1754627 161 1556103 186 896844 211 846523 235 610639 260 689121 285 634998 286 0
0
208 2 1229 93
13 21 0 22 1459509 48 1776360 73 1178754 99 1093472 125 1146250 151 1308883 176 1373623 202 1598788 228 1454678 253 2147383 279 2498159 280 0
0
209 2 1112 84
14 16 0 17 3904648 41 3426441 65 1938431 89 1643900 113 1637966 137 1009961 161 1025718 185 782042 209 773650 233 864023 257 790862 281 469892 282 0
2 210 208
210 2 1080 186
13 25 0 26 720235 50 1796555 74 1181873 98 1054475 122 1170562 147 1215354 171 930655 195 943608 219 896844 243 756269 267 583128 268 0
0
211 2 939 128
12 69 0 70 2180243 95 1253143 120 1183525 145 2353098 170 1812237 194 2564361 219 2474725 244 1641923 269 1393011 294 1107537 295 0
0
212 2 964 16
13 35 0 36 989862 61 1019780 87 789609 112 1456663 137 1758803 163 1976386 188 2379753 213 2011737 238 1313365 264 1973197 289 1713736 290 0
0
213 2 958 89
14 4 0 5 1389596 29 1881284 53 2006237 77 2070206 101 2109197 125 1229841 148 1215977 172 2467915 196 2303665 220 1257282 244 1428268 268 2034958 269 0
0
214 2 891 63
13 27 0 28 2262944 53 2528806 78 3265484 102 1685401 127 1033853 152 698483 177 259259 202 301886 226 376960 251 250253 276 424915 277 0
2 215 213
215 2 568 30
15 2 0 3 607739 27 577409 52 648262 77 646050 101 801602 125 938043 150 2068903 175 1781049 199 1047211 223 938919 248 1148468 273 1367837 297 1045022 298 0
0
216 2 1149 175
12 22 0 23 991261 49 735227 75 700212 100 397073 126 572138 152 816560 178 918387 203 1513943 229 1458193 255 1678787 256 0
0
217 2 1164 134
10 78 0 79 1497643 103 1200995 126 887944 150 487100 173 960443 197 1133352 220 1213898 244 848649 245 0
1 216
218 2 791 34
9 38 0 39 1003700 65 1096205 91 1429867 117 1111154 144 1925751 170 1720758 196 1651545 197 0
0
219 2 1384 47
13 52 0 53 1346136 77 1685206 101 1823582 124 1008337 148 781287 172 795191 196 573321 220 587449 243 643764 267 281977 291 389149 292 0
1 218
220 2 1418 86
13 58 0 59 978245 83 1584723 106 1387760 130 889133 154 780099 177 1157755 201 898907 225 1725347 249 1177227 272 1478596 296 1495899 297 0
0
221 2 1458 92
10 115 0 116 1183269 141 1673671 167 1519408 192 1010859 217 883888 242 971862 268 719919 293 867301 294 0
2 222 220
222 2 1024 178
8 61 0 62 1272261 89 1963272 116 2391232 144 2037777 171 1409372 198 1047411 199 0
0
223 2 626 21
11 86 0 87 1337105 112 1267310 137 1713659 161 1441220 186 1878484 211 965927 235 1124477 260 1001280 285 919629 286 0
1 221
224 2 1172 7
11 90 0 91 670206 114 1029767 138 962728 161 1374806 185 1126750 208 1804610 231 1579675 255 1826029 278 1561216 279 0
0
225 2 1117 2
11 91 0 92 911136 117 1643595 142 1285512 167 1585856 193 907140 218 1456585 243 851384 268 1139887 293 884534 294 0
1 224
226 2 1067 84
8 28 0 29 1215193 53 1129234 77 996952 102 1658237 126 1365407 150 2429430 151 0
0
227 2 1306 85
13 44 0 45 930490 70 1056396 96 1228633 121 696786 147 752107 172 975044 197 1039023 223 1813347 248 1457670 274 524842 299 1500594 300 0
0
228 2 1059 57
10 40 0 41 1947369 67 1997032 94 1749065 120 1672635 146 1272871 172 1517007 199 1381130 225 3241106 226 0
2 229 227
229 2 1292 151
10 78 0 79 1781203 102 2253206 126 2768140 149 1422790 173 1283023 196 988054 220 625883 243 570768 244 0
0
230 2 684 173
15 8 0 9 1880699 33 2743101 57 1719986 82 1763619 106 2026722 130 2025206 155 1868012 179 1933103 203 1289104 227 878895 251 1013723 276 385218 300 332317 301 0
1 229
231 2 960 94
8 50 0 51 1921764 75 1587599 98 1621717 122 1097559 145 1774211 169 1382018 170 0
0
232 2 1317 115
10 53 0 54 2124568 78 2180901 101 2273897 125 1944355 148 2470085 172 1043586 195 889174 219 1160102 220 0
0
233 2 774 72
11 42 0 43 1592270 69 1167221 95 1212351 121 1793147 147 1368089 172 1122489 198 847124 224 533616 250 451877 251 0
0
234 2 1273 135
12 54 0 55 89753 80 169568 105 236627 130 314679 155 293789 179 538191 204 687677 229 1543392 254 1475886 279 4031970 280 0
2 235 233
235 2 1183 99
12 5 0 6 1600247 30 2267166 54 2231874 78 1953826 102 2077194 126 2339484 150 929853 174 1314494 198 1191523 222 868624 223 0
0
236 2 1057 23
8 53 0 54 1554979 81 1175240 107 1339819 134 1386065 160 1810002 187 2140698 188 0
0
237 2 1358 180
10 35 0 36 1576296 62 1328883 88 1179394 114 835715 140 557002 166 398448 192 597770 218 927477 219 0
1 236
238 2 1328 53
12 4 0 5 212495 30 305031 55 258022 80 539605 105 604911 130 916890 155 838608 180 1735964 205 2387137 230 3318403 231 0
0
239 2 828 130
9 26 0 27 1630105 54 2603078 81 1963555 107 1638214 134 1874767 161 2352573 188 1428491 189 0
2 240 238
240 2 553 172
14 0 0 1 376515 26 544060 52 491245 77 401812 103 590685 128 773820 154 1261214 179 2544961 205 2011369 230 1734301 256 1294589 281 683069 282 0
0
241 2 838 54
14 22 0 23 2038536 48 1988097 73 1535147 97 1813508 122 1314810 147 1410050 172 864142 197 1480265 222 1016691 246 1096055 271 1450145 296 1840794 297 0
0
242 2 1089 104
12 50 0 51 1488886 75 1364467 99 1418673 122 1095738 146 1352221 170 1370356 194 939484 217 1482030 241 2008687 265 2805946 266 0
1 241
243 2 814 71
8 3 0 4 1400232 30 1077442 56 1498807 81 1265238 107 1501865 133 1170445 134 0
0
244 2 684 153
13 6 0 7 2952251 32 1989989 57 1501469 81 2889812 106 1395110 131 1610900 156 1054375 181 1089560 205 1516118 230 1287161 255 2705216 256 0
1 243
245 2 676 188
12 38 0 39 1072061 64 1034276 90 728839 115 889824 141 956440 166 1055671 192 1227930 217 2687490 243 1848262 268 2066610 269 0
1 244
246 2 1382 54
7 63 0 64 1974793 91 1062271 119 906966 146 479906 173 499741 174 0
2 245 244
247 2 1453 38
7 34 0 35 988741 62 1231606 89 1609019 116 1637716 143 1405853 144 0
0
248 2 1313 162
8 47 0 48 2269607 72 1171640 95 1045411 119 645896 142 802558 166 1076118 167 0
0
249 2 687 41
7 125 0 126 895638 151 1141888 176 1375735 201 1780305 226 2154517 227 0
0
250 2 1493 57
10 39 0 40 2766785 64 2655622 89 2025314 113 1681757 137 1639137 161 1670869 186 1199596 210 1104791 211 0
0
251 2 1267 20
10 90 0 91 1600252 117 1209620 144 2102691 170 1810625 197 2252263 223 1658522 250 1216726 276 1286964 277 0
1 250
252 2 965 187
11 16 0 17 1628616 41 1647913 66 2283702 91 1271612 115 1652133 139 1879589 164 1313197 189 1310698 213 1390595 214 0
0
253 2 877 176
7 115 0 116 1714339 141 1251876 166 999836 191 1018638 216 1442081 217 0
1 252
254 2 1432 17
11 25 0 26 1086731 51 563221 77 817861 102 758709 127 1224355 152 1200515 177 1384835 203 1322418 228 1060809 229 0
0
255 2 930 164
14 15 0 16 1099311 42 1364694 67 1235633 93 1517502 119 2509827 144 1981588 170 1007719 195 1450281 221 1444126 247 1221884 272 874641 298 802645 299 0
0
256 2 1380 44
14 4 0 5 541374 30 767854 55 666854 80 1003555 105 2169447 130 2492403 154 2489260 179 1642377 204 1320965 229 2586744 254 1503756 279 2615081 280 0
1 255
257 2 1163 13
11 30 0 31 1464038 57 647326 84 1097303 110 1203436 137 1277992 163 698655 189 856006 216 1213691 242 1321545 243 0
0
258 2 843 120
8 97 0 98 1474882 124 1086421 151 928260 177 767024 204 869488 230 710080 231 0
1 257
259 2 856 93
7 164 0 165 1094300 191 1090291 217 1183019 243 1011301 269 550899 270 0
1 257
260 2 1078 130
11 92 0 93 825891 119 833925 144 632697 170 765319 195 1457593 221 1907633 247 2105899 272 2198703 298 2008644 299 0
0
261 2 1033 77
9 99 0 100 834915 127 1180001 154 1878376 181 1476926 207 1290935 234 1674278 261 1161728 262 0
2 262 260
262 2 835 150
11 4 0 5 372926 29 565986 53 700294 77 678293 101 630145 126 606781 150 705238 174 1465107 198 2428999 199 0
0
263 2 698 11
10 65 0 66 2586171 92 2319684 118 2119792 144 2326031 171 1724236 197 823971 223 970881 249 1617757 250 0
2 261 262
264 2 1418 36
11 7 0 8 2014720 32 1396357 55 2049097 79 1068798 103 1877389 127 1948445 151 1738983 174 1647677 198 2362900 199 0
0
265 2 699 127
8 6 0 7 714706 33 922488 58 920743 84 1043186 109 1303764 135 3408237 136 0
0
266 2 702 111
10 16 0 17 2027689 44 1907661 70 2214820 97 1560511 123 1723340 150 1718133 176 2495143 203 2152010 204 0
1 265
267 2 858 117
8 36 0 37 1815006 64 1785826 91 1391655 118 1334985 145 1500509 172 1188313 173 0
0
268 2 555 174
9 99 0 100 1144417 126 2105913 153 1752833 179 2077119 205 1560305 232 1149022 258 1304617 259 0
2 266 267
269 2 1103 10
13 30 0 31 218811 57 326238 83 815242 109 677774 135 779535 161 1024100 186 890756 212 1378009 238 1381518 264 1648067 290 2651378 291 0
0
270 2 1254 151
11 11 0 12 1621448 35 1610503 59 1674779 82 1640364 105 918045 129 732130 152 1244761 176 1139241 199 1787524 200 0
1 269
271 2 1307 42
14 3 0 4 2360973 30 2186731 55 2259888 81 1705389 107 1438546 133 1171005 158 1561247 184 1289994 210 1851809 236 2223838 261 1322787 287 1197989 288 0
1 270
272 2 675 98
10 129 0 130 1427302 154 1505882 177 1127145 201 1464689 224 1988952 248 2228874 271 1895317 295 3251507 296 0
0
273 2 1414 179
12 1 0 2 2029111 26 1304484 51 1736643 75 2117604 100 3143276 124 1966471 149 1396843 173 1106479 198 1259474 222 1431011 223 0
0
274 2 1351 103
9 90 0 91 1359993 116 1226170 141 1360956 167 814010 192 733635 217 949926 242 1420578 243 0
2 275 273
275 2 1483 81
8 27 0 28 915471 52 946749 76 1295168 100 867868 124 865727 148 1104480 149 0
0
276 2 1212 15
8 91 0 92 1657027 118 1654859 145 1296147 171 1670048 198 2034353 224 2951018 225 0
0
277 2 557 153
12 54 0 55 638239 80 695416 104 732482 129 870329 154 840287 178 1532107 203 967945 228 1285491 252 1262633 277 1510102 278 0
1 276
278 2 834 70
8 149 0 150 2095663 176 1858324 203 1152306 229 861103 256 1130451 282 771332 283 0
1 276
279 2 1030 19
14 9 0 10 3666307 35 2787029 60 2604294 85 1330480 110 1225270 135 832032 161 1559445 186 1944034 211 1749848 236 864325 261 1322810 286 1819115 287 0
0
280 2 1101 167
12 56 0 57 894524 82 916402 108 939311 133 1366831 159 1065123 184 1047571 210 1479182 235 2105135 261 3681871 286 3027671 287 0
0
281 2 645 43
7 101 0 102 1371293 127 1771339 153 1789102 179 2264163 204 1038431 205 0
0
282 2 817 114
13 16 0 17 1539959 43 877433 69 717724 95 460671 121 482046 147 497158 174 729168 200 921472 226 1137660 252 1408023 278 1771136 279 0
1 281
283 2 1395 153
12 15 0 16 1324349 40 1504518 64 1330592 88 1244400 112 1526264 135 1420515 159 1578685 183 2022524 207 2569281 231 3423121 232 0
0
284 2 995 176
8 24 0 25 1030624 51 814469 77 871876 102 971927 128 1523509 154 1786770 155 0
1 283
285 2 1265 141
9 109 0 110 1843879 136 1899190 162 1979985 188 1636244 214 1299006 240 940805 266 811206 267 0
0
286 2 719 96
13 49 0 50 822134 75 645847 100 460234 125 864935 150 982564 175 1092228 199 1131072 224 2314432 249 1844421 274 1722635 299 2747219 300 0
1 285
287 2 736 126
9 67 0 68 478005 92 518561 116 722018 139 1184305 163 1967384 187 892469 211 572043 212 0
1 286
288 2 666 133
9 105 0 106 735658 130 871800 155 899193 179 1661710 203 1416959 228 1370758 252 1451133 253 0
0
289 2 1248 98
7 125 0 126 2954313 151 1325005 176 1223339 201 1271118 226 2435595 227 0
1 288
290 2 670 7
11 24 0 25 1081543 48 1620964 72 1406860 95 1482745 119 1403305 142 1734273 165 1590648 189 1498233 212 1397778 213 0
0
291 2 1208 99
14 16 0 17 1836107 42 2300063 66 1693222 91 849394 116 1445711 140 2604791 165 3115911 189 2693862 214 1788729 239 1257113 263 943259 288 948628 289 0
1 290
292 2 966 149
12 31 0 32 2064472 57 1395268 82 1175685 106 1309490 131 1309773 156 1799461 181 1682474 205 1166514 230 2054969 255 3029227 256 0
1 290
293 2 779 177
11 79 0 80 3337201 104 1524432 127 1282883 151 1706099 175 1456562 198 855582 222 1238617 245 2448880 269 2719597 270 0
2 291 290
294 2 1491 115
14 1 0 2 1214038 26 1360363 51 878522 75 1047704 99 642247 123 503223 148 1004154 172 1181474 196 1217173 220 1587622 245 1360181 269 1842931 270 0
0
295 2 788 109
8 22 0 23 1487811 46 997064 70 1582187 93 2568863 117 1922384 140 1952548 141 0
2 296 294
296 2 567 133
7 167 0 168 1419214 195 1353679 223 1633635 250 1212845 277 1082014 278 0
0
297 2 525 123
13 15 0 16 2136819 40 1802666 65 1693494 89 1354726 113 1928993 137 2141973 162 1790545 186 1854185 210 1537279 235 2844021 259 1781074 260 0
0
298 2 1237 103
8 145 0 146 1537707 172 1734044 198 1943275 224 2605155 250 1430237 276 1173381 277 0
3 300 299 297
299 2 1327 57
10 85 0 86 1256489 112 1213857 137 1610236 163 1581052 188 2234933 214 1603031 239 1966162 265 2240167 266 0
0
300 2 626 88
12 69 0 70 1341833 95 1672029 121 1722824 146 1767487 171 1206607 197 1456800 222 1166304 247 1584200 273 972715 298 1396894 299 0
0
301 2 1360 61
8 77 0 78 1370543 104 1580036 130 1039660 155 442970 181 703659 207 415654 208 0
0
302 2 807 168
12 42 0 43 1919826 69 1843334 95 879776 121 1054814 147 1853887 173 1652734 199 1430170 225 1572987 251 2515603 277 3045640 278 0
1 301
303 2 701 142
12 30 0 31 2272930 56 1687937 82 1421304 107 1093450 133 1479474 158 1515195 184 1981964 209 1979990 235 1391824 260 2297248 261 0
2 302 301
304 2 1459 47
12 26 0 27 1854685 52 1012684 77 1208714 102 585061 127 703318 153 751403 178 1432369 203 1148238 228 1501216 253 1268135 254 0
1 302
305 2 695 144
7 63 0 64 1599333 89 1393978 115 1671986 140 2068731 165 1980173 166 0
0
306 2 1065 101
12 63 0 64 270200 90 359822 116 388811 143 411501 169 620652 195 959662 221 2062252 248 1507673 274 1481515 300 1435936 301 0
1 305
307 2 1042 28
14 20 0 21 1235688 45 1537253 69 2119409 94 1928060 118 3441753 142 1785851 166 1461515 190 1140414 214 742247 239 709144 263 677690 287 539421 288 0
0
308 2 1465 156
10 51 0 52 881968 77 680292 103 670910 128 1091465 154 1347569 179 1856349 205 3353080 230 3546462 231 0
1 307
309 2 963 188
14 4 0 5 1556634 29 1717087 53 1870458 78 1480060 102 1724823 126 1370063 150 1299942 174 1782175 198 1507750 223 1421187 247 1437987 271 2028599 272 0
0
310 2 1134 104
8 119 0 120 766052 144 942537 167 1438235 191 1606171 214 2188982 238 1656393 239 0
1 309
311 2 837 1
13 26 0 27 432829 51 685102 76 1002385 101 1090400 125 913341 149 2027697 174 2134330 199 1609382 223 2234649 247 1645252 272 873152 273 0
0
312 2 1433 17
13 47 0 48 1461323 73 2101289 97 1441190 122 1143605 147 970038 171 827703 196 378798 221 193188 246 186518 270 196328 295 164851 296 0
0
313 2 854 158
13 19 0 20 1645563 46 674806 71 1370479 97 1496941 123 1226723 149 1492756 174 1497734 200 1062731 226 1173209 251 1064653 277 2263616 278 0
1 312
314 2 1287 161
15 4 0 5 2049904 29 2588512 53 2852735 77 2058153 101 1034312 125 675987 149 800525 173 1185198 197 1470763 221 837643 245 1637884 269 2422744 293 3704591 294 0
0
315 2 641 89
9 77 0 78 1856816 102 1233718 126 1792826 149 1069111 173 1112520 197 1158971 221 1205432 222 0
0
316 2 920 75
9 125 0 126 1533934 153 1521727 179 874511 206 1203655 233 1085795 259 1030064 286 1672314 287 0
1 315
317 2 791 151
7 22 0 23 2173342 50 2139831 77 1485884 103 1454178 130 1174490 131 0
0
318 2 1178 114
10 107 0 108 1329015 133 1458469 158 2032138 183 1848080 208 1813689 233 2385850 258 1839718 283 1345878 284 0
1 317
319 2 1175 13
14 7 0 8 2122264 34 1990485 60 1958452 86 2084230 112 2807199 138 1715525 164 1660541 190 1462185 216 1233910 242 1124525 268 1935451 294 1785742 295 0
0
320 2 1272 28
8 140 0 141 1961302 165 819081 189 872336 212 1536040 236 1000119 260 1780078 261 0
1 319
321 2 901 146
8 125 0 126 1627541 151 2384482 175 1828215 200 2138733 224 1503435 249 1765232 250 0
2 320 319
322 2 1373 182
10 105 0 106 1322764 130 1100336 154 1051514 178 1349364 203 1947816 227 1871187 251 1366576 275 1003095 276 0
1 319
323 2 996 185
9 21 0 22 1694230 47 2039046 73 1565709 98 1358610 123 1045886 149 644467 174 859269 175 0
0
324 2 971 86
7 4 0 5 2208484 32 1359180 59 1310156 86 933525 113 1042148 114 0
1 323
325 2 748 60
7 17 0 18 1050771 43 1600188 68 1311054 93 1740508 118 1550787 119 0
2 326 323
326 2 1157 53
7 8 0 9 1436902 36 1347270 63 2504419 89 1818073 116 1741907 117 0
0
327 2 679 77
14 20 0 21 3468716 46 2756532 71 1951284 96 1917941 121 1713999 146 1495392 171 1242395 196 912319 221 1305392 246 1548428 271 1054239 296 916987 297 0
0
328 2 1354 89
9 77 0 78 795445 103 1187287 128 1544439 153 1255076 178 1549382 203 1262615 228 819604 229 0
0
329 2 1277 32
7 143 0 144 1704339 170 2332112 196 2131770 222 1316628 248 1738980 249 0
0
330 2 591 105
13 17 0 18 1148949 44 936955 70 1624759 96 2122606 122 2308404 149 2205068 175 2382825 201 1466918 227 1350802 253 1286612 279 611526 280 0
1 329
331 2 1063 70
10 96 0 97 1179419 120 1588603 144 1351128 167 1087627 191 1488014 214 1390433 238 950773 261 1682060 262 0
0
332 2 1224 59
13 8 0 9 372217 34 481652 59 1308261 85 1827969 110 1637019 135 1481694 160 2003539 185 2259184 211 2053540 236 1130489 261 1222494 262 0
0
333 2 1416 75
8 24 0 25 1729386 50 1125994 76 1005398 101 935841 127 1230238 152 926974 153 0
1 332
334 2 1200 41
14 13 0 14 2596208 38 3263049 62 1824069 87 1652773 111 1499796 135 1898310 159 1764538 183 1775631 207 1398243 232 1054135 256 1159211 280 1502920 281 0
1 333
335 2 894 38
13 37 0 38 1410743 63 1760017 88 1510309 113 1805013 138 1113749 163 1304976 189 883631 214 610644 239 740117 264 547721 289 711351 290 0
0
336 2 1220 126
14 5 0 6 1172235 31 689075 55 482873 80 1199778 105 1008752 129 1759501 154 1499172 178 1588366 203 801502 228 881900 252 568691 277 694246 278 0
2 337 335
337 2 1008 83
9 127 0 128 687943 152 615924 176 771770 201 1224758 225 1625638 249 2226506 273 3457674 274 0
0
338 2 957 109
8 28 0 29 1639323 54 1388024 80 2042932 105 1631677 131 1904652 156 2215108 157 0
0
339 2 1471 49
14 6 0 7 827416 31 1354194 56 1251463 80 1093049 104 737073 128 745999 153 1346120 177 1562002 201 1464000 225 2925014 250 3266353 274 2659337 275 0
1 338
340 2 999 107
13 7 0 8 457637 33 564478 58 676936 83 1278489 108 1003197 133 1004358 157 825338 182 1071889 207 1297924 232 1799530 257 1485332 258 0
1 339
341 2 1069 76
12 31 0 32 779126 56 880410 80 1309016 103 1263347 127 2132779 151 1376760 175 2123342 198 1766697 222 1642699 246 836112 247 0
0
342 2 999 11
11 79 0 80 2050080 106 2365126 132 1504752 158 1245159 185 1329464 211 1399493 237 1069084 263 798251 289 500625 290 0
0
343 2 608 59
11 59 0 60 2275029 84 1660814 108 991850 132 637489 157 447111 181 579181 205 524833 229 1163884 253 2293713 254 0
2 344 342
344 2 864 109
12 54 0 55 1164203 79 988956 102 610939 126 582105 149 753471 173 1017717 196 987607 220 1664621 243 3637515 267 2873997 268 0
0
345 2 1499 33
13 45 0 46 1099024 70 854659 94 774343 118 814057 142 1213400 166 1248026 190 1643679 214 2343613 238 1879085 262 2308970 286 3115498 287 0
0
346 2 1423 55
12 6 0 7 2028983 31 1601324 56 1852877 80 1322966 104 644677 129 558304 153 807352 177 714528 202 512169 226 751008 227 0
1 345
347 2 921 118
13 14 0 15 1898999 39 2141873 63 1699035 87 1963487 111 938397 135 1187956 158 1373568 182 1434222 206 1563692 230 1447695 254 1108813 255 0
2 348 346
348 2 899 33
10 123 0 124 866185 147 1021520 170 956554 193 1299326 217 1395701 240 1039292 263 1804086 286 1426945 287 0
0
349 2 1103 119
11 91 0 92 827806 116 1431118 139 881354 163 1190148 187 936304 210 882374 234 897899 257 1154342 281 1168394 282 0
0
350 2 750 169
11 99 0 100 1482064 125 822430 149 882132 174 1443441 199 1472021 224 1112482 249 2120098 273 1590866 298 1711062 299 0
0
351 2 798 145
8 145 0 146 816267 172 1201491 198 1549397 224 1988898 250 1941923 276 3064432 277 0
1 350
352 2 952 8
12 27 0 28 1940093 53 1951221 78 2096687 103 1731644 128 1655898 154 1195255 179 446892 204 952819 229 1030295 254 931441 255 0
1 351
353 2 940 173
11 6 0 7 1537599 33 1671435 59 1402251 84 2326173 110 1859623 136 2347537 161 2091530 187 2688694 213 1215858 214 0
0
354 2 1164 154
7 180 0 181 1835484 208 1634030 235 1597692 263 1409947 290 939780 291 0
0
355 2 882 128
10 109 0 110 849844 136 1717105 162 1439524 188 1250788 213 1046244 239 756242 265 1354450 291 893769 292 0
1 354
356 2 536 63
10 41 0 42 1327327 67 920786 92 842443 117 963286 143 1521900 168 1061591 193 856425 218 1065728 219 0
0
357 2 571 175
15 4 0 5 872784 29 1130155 53 1974447 78 1889227 102 1259164 126 906978 151 1219412 175 1343833 199 1193019 223 2233842 247 1916871 272 1474807 296 1215766 297 0
1 356
358 2 1280 52
14 8 0 9 1831479 35 1771954 60 1400406 86 1509789 112 1193382 138 1150908 163 1784244 189 1358688 215 1328151 241 2176683 266 2752455 292 2258878 293 0
1 357
359 2 863 65
7 148 0 149 1155503 177 1089537 205 1265589 232 1756118 260 1527208 261 0
2 358 357
360 2 943 40
14 4 0 5 705266 31 918702 57 757149 82 936474 108 1133648 134 1553371 160 1066063 186 1477571 212 978231 237 909452 263 1669518 289 1833331 290 0
0
361 2 1005 19
