A
300
188 293
10 78 0 79 1781203 102 2253206 126 2768140 149 1422790 173 1283023 196 988054 220 625883 243 570768 244 0
0
230 2 684 173 0.92666405302035 0.031675565380819316 0
15 8 0 9 1880699 33 2743101 57 1719986 82 1763619 106 2026722 130 2025206 155 1868012 179 1933103 203 1289104 227 878895 251 1013723 276 385218 300 332317 301 0
1 229
231 2 960 94 0.9237553892220702 0.004719414906684449 0
8 50 0 51 1921764 75 1587599 98 1621717 122 1097559 145 1774211 169 1382018 170 0
0
232 2 1317 115 0.9131586702500117 0.048348512373973904 0
10 53 0 54 2124568 78 2180901 101 2273897 125 1944355 148 2470085 172 1043586 195 889174 219 1160102 220 0
0
233 2 774 72 0.9155002598106988 0.046563854268985155 0
11 42 0 43 1592270 69 1167221 95 1212351 121 1793147 147 1368089 172 1122489 198 847124 224 533616 250 451877 251 0
0
234 2 1273 135 0.9203629630531994 0.12729430596117422 0
12 54 0 55 89753 80 169568 105 236627 130 314679 155 293789 179 538191 204 687677 229 1543392 254 1475886 279 4031970 280 0
2 233 235
235 2 1183 99 0.9178546196379539 0.11763248315871039 0
12 5 0 6 1600247 30 2267166 54 2231874 78 1953826 102 2077194 126 2339484 150 929853 174 1314494 198 1191523 222 868624 223 0
0
236 2 1057 23 0.9229210250112695 0.0005014899703830178 0
8 53 0 54 1554979 81 1175240 107 1339819 134 1386065 160 1810002 187 2140698 188 0
0
237 2 1358 180 0.9192961208635603 0.14629545959028262 0
10 35 0 36 1576296 62 1328883 88 1179394 114 835715 140 557002 166 398448 192 597770 218 927477 219 0
1 236
238 2 1328 53 0.9226856507760864 0.08849257867325172 0
12 4 0 5 212495 30 305031 55 258022 80 539605 105 604911 130 916890 155 838608 180 1735964 205 2387137 230 3318403 231 0
0
239 2 828 130 0.9120999019731044 0.0857079140340397 0
9 26 0 27 1630105 54 2603078 81 1963555 107 1638214 134 1874767 161 2352573 188 1428491 189 0
2 238 240
240 2 553 172 0.9263062488354684 0.14642404712458534 0
14 0 0 1 376515 26 544060 52 491245 77 401812 103 590685 128 773820 154 1261214 179 2544961 205 2011369 230 1734301 256 1294589 281 683069 282 0
0
241 2 838 54 0.9149913874790558 0.1220963186838866 0
14 22 0 23 2038536 48 1988097 73 1535147 97 1813508 122 1314810 147 1410050 172 864142 197 1480265 222 1016691 246 1096055 271 1450145 296 1840794 297 0
0
242 2 1089 104 0.9289134646601831 0.09904943113628518 0
12 50 0 51 1488886 75 1364467 99 1418673 122 1095738 146 1352221 170 1370356 194 939484 217 1482030 241 2008687 265 2805946 266 0
1 241
243 2 814 71 0.9176801242965567 0.13849202349329776 0
8 3 0 4 1400232 30 1077442 56 1498807 81 1265238 107 1501865 133 1170445 134 0
0
244 2 684 153 0.9146830040347926 0.033372946112393664 0
13 6 0 7 2952251 32 1989989 57 1501469 81 2889812 106 1395110 131 1610900 156 1054375 181 1089560 205 1516118 230 1287161 255 2705216 256 0
1 243
245 2 676 188 0.9236748472849434 0.06449197375836999 0
12 38 0 39 1072061 64 1034276 90 728839 115 889824 141 956440 166 1055671 192 1227930 217 2687490 243 1848262 268 2066610 269 0
1 244
246 2 1382 54 0.9232024534429489 0.08547489562793122 0
7 63 0 64 1974793 91 1062271 119 906966 146 479906 173 499741 174 0
2 244 245
247 2 1453 38 0.9259158264806572 0.14891823894837278 0
7 34 0 35 988741 62 1231606 89 1609019 116 1637716 143 1405853 144 0
0
248 2 1313 162 0.9164072758596805 0.1077498560724118 0
8 47 0 48 2269607 72 1171640 95 1045411 119 645896 142 802558 166 1076118 167 0
0
249 2 687 41 0.9176215985128631 0.13256827916360128 0
7 125 0 126 895638 151 1141888 176 1375735 201 1780305 226 2154517 227 0
0
250 2 1493 57 0.9212767986896084 0.013544291759810295 0
10 39 0 40 2766785 64 2655622 89 2025314 113 1681757 137 1639137 161 1670869 186 1199596 210 1104791 211 0
0
251 2 1267 20 0.9267883329402872 0.09975003170173578 0
10 90 0 91 1600252 117 1209620 144 2102691 170 1810625 197 2252263 223 1658522 250 1216726 276 1286964 277 0
1 250
252 2 965 187 0.924710603620943 0.10974093048387541 0
11 16 0 17 1628616 41 1647913 66 2283702 91 1271612 115 1652133 139 1879589 164 1313197 189 1310698 213 1390595 214 0
0
253 2 877 176 0.9288383727127173 0.0234700550855075 0
7 115 0 116 1714339 141 1251876 166 999836 191 1018638 216 1442081 217 0
1 252
254 2 1432 17 0.9192641065537838 0.09182933060018535 0
11 25 0 26 1086731 51 563221 77 817861 102 758709 127 1224355 152 1200515 177 1384835 203 1322418 228 1060809 229 0
0
255 2 930 164 0.9297844587253284 0.08523234848547107 0
14 15 0 16 1099311 42 1364694 67 1235633 93 1517502 119 2509827 144 1981588 170 1007719 195 1450281 221 1444126 247 1221884 272 874641 298 802645 299 0
0
256 2 1380 44 0.9156881126955734 0.14800050065261375 0
14 4 0 5 541374 30 767854 55 666854 80 1003555 105 2169447 130 2492403 154 2489260 179 1642377 204 1320965 229 2586744 254 1503756 279 2615081 280 0
1 255
257 2 1163 13 0.9142223977495672 0.08469309318181097 0
11 30 0 31 1464038 57 647326 84 1097303 110 1203436 137 1277992 163 698655 189 856006 216 1213691 242 1321545 243 0
0
258 2 843 120 0.9120892648911593 0.09257442266470249 0
8 97 0 98 1474882 124 1086421 151 928260 177 767024 204 869488 230 710080 231 0
1 257
259 2 856 93 0.9262231647735785 0.12376749316818374 0
7 164 0 165 1094300 191 1090291 217 1183019 243 1011301 269 550899 270 0
1 257
260 2 1078 130 0.9260859319865793 0.09433077681446898 0
11 92 0 93 825891 119 833925 144 632697 170 765319 195 1457593 221 1907633 247 2105899 272 2198703 298 2008644 299 0
0
261 2 1033 77 0.9162288620238378 0.11557359441929616 0
9 99 0 100 834915 127 1180001 154 1878376 181 1476926 207 1290935 234 1674278 261 1161728 262 0
2 260 262
262 2 835 150 0.9191756083867996 0.08658374728883805 0
11 4 0 5 372926 29 565986 53 700294 77 678293 101 630145 126 606781 150 705238 174 1465107 198 2428999 199 0
0
263 2 698 11 0.9295838252917117 0.02468351385391838 0
10 65 0 66 2586171 92 2319684 118 2119792 144 2326031 171 1724236 197 823971 223 970881 249 1617757 250 0
2 262 261
264 2 1418 36 0.9197151277749364 0.0830040556100989 0
11 7 0 8 2014720 32 1396357 55 2049097 79 1068798 103 1877389 127 1948445 151 1738983 174 1647677 198 2362900 199 0
0
265 2 699 127 0.9292836051959351 0.051932634477432134 0
8 6 0 7 714706 33 922488 58 920743 84 1043186 109 1303764 135 3408237 136 0
0
266 2 702 111 0.9116684787592405 0.09216379143708651 0
10 16 0 17 2027689 44 1907661 70 2214820 97 1560511 123 1723340 150 1718133 176 2495143 203 2152010 204 0
1 265
267 2 858 117 0.9262778906270199 0.00010707811298070191 0
8 36 0 37 1815006 64 1785826 91 1391655 118 1334985 145 1500509 172 1188313 173 0
0
268 2 555 174 0.920556233935538 0.08963339930118851 0
9 99 0 100 1144417 126 2105913 153 1752833 179 2077119 205 1560305 232 1149022 258 1304617 259 0
2 267 266
269 2 1103 10 0.9118444749710566 0.13025339456695487 0
13 30 0 31 218811 57 326238 83 815242 109 677774 135 779535 161 1024100 186 890756 212 1378009 238 1381518 264 1648067 290 2651378 291 0
0
270 2 1254 151 0.9102808437041275 0.053309409540503956 0
11 11 0 12 1621448 35 1610503 59 1674779 82 1640364 105 918045 129 732130 152 1244761 176 1139241 199 1787524 200 0
1 269
271 2 1307 42 0.9231854313646944 0.038882204701679315 0
14 3 0 4 2360973 30 2186731 55 2259888 81 1705389 107 1438546 133 1171005 158 1561247 184 1289994 210 1851809 236 2223838 261 1322787 287 1197989 288 0
1 270
272 2 675 98 0.9116012105895496 0.0018793874208515027 0
10 129 0 130 1427302 154 1505882 177 1127145 201 1464689 224 1988952 248 2228874 271 1895317 295 3251507 296 0
0
273 2 1414 179 0.9299216587940617 0.0958229112485851 0
12 1 0 2 2029111 26 1304484 51 1736643 75 2117604 100 3143276 124 1966471 149 1396843 173 1106479 198 1259474 222 1431011 223 0
0
274 2 1351 103 0.9152433793147302 0.11347491529775913 0
9 90 0 91 1359993 116 1226170 141 1360956 167 814010 192 733635 217 949926 242 1420578 243 0
2 273 275
275 2 1483 81 0.9251062864991275 0.14172741349688892 0
8 27 0 28 915471 52 946749 76 1295168 100 867868 124 865727 148 1104480 149 0
0
276 2 1212 15 0.9175103442262817 0.05925176894393433 0
8 91 0 92 1657027 118 1654859 145 1296147 171 1670048 198 2034353 224 2951018 225 0
0
277 2 557 153 0.918704429788578 0.03524342337103226 0
12 54 0 55 638239 80 695416 104 732482 129 870329 154 840287 178 1532107 203 967945 228 1285491 252 1262633 277 1510102 278 0
1 276
278 2 834 70 0.9250037401222126 0.007354821791905791 0
8 149 0 150 2095663 176 1858324 203 1152306 229 861103 256 1130451 282 771332 283 0
1 276
279 2 1030 19 0.9261101339273885 0.07377272012546487 0
14 9 0 10 3666307 35 2787029 60 2604294 85 1330480 110 1225270 135 832032 161 1559445 186 1944034 211 1749848 236 864325 261 1322810 286 1819115 287 0
0
280 2 1101 167 0.9285625335492812 0.13725811708304744 0
12 56 0 57 894524 82 916402 108 939311 133 1366831 159 1065123 184 1047571 210 1479182 235 2105135 261 3681871 286 3027671 287 0
0
281 2 645 43 0.9276012846374327 0.0757671672334603 0
7 101 0 102 1371293 127 1771339 153 1789102 179 2264163 204 1038431 205 0
0
282 2 817 114 0.913650728900149 0.04496166934674603 0
13 16 0 17 1539959 43 877433 69 717724 95 460671 121 482046 147 497158 174 729168 200 921472 226 1137660 252 1408023 278 1771136 279 0
1 281
283 2 1395 153 0.9166178779602772 0.058151443013771495 0
12 15 0 16 1324349 40 1504518 64 1330592 88 1244400 112 1526264 135 1420515 159 1578685 183 2022524 207 2569281 231 3423121 232 0
0
284 2 995 176 0.9167833169247843 0.13847037035260076 0
8 24 0 25 1030624 51 814469 77 871876 102 971927 128 1523509 154 1786770 155 0
1 283
285 2 1265 141 0.913801578749021 0.05014073863718103 0
9 109 0 110 1843879 136 1899190 162 1979985 188 1636244 214 1299006 240 940805 266 811206 267 0
0
286 2 719 96 0.9152921113507947 0.12266237619350413 0
13 49 0 50 822134 75 645847 100 460234 125 864935 150 982564 175 1092228 199 1131072 224 2314432 249 1844421 274 1722635 299 2747219 300 0
1 285
287 2 736 126 0.913852994604136 0.08648586309787899 0
9 67 0 68 478005 92 518561 116 722018 139 1184305 163 1967384 187 892469 211 572043 212 0
1 286
288 2 666 133 0.9180078670372654 0.021592499260639497 0
9 105 0 106 735658 130 871800 155 899193 179 1661710 203 1416959 228 1370758 252 1451133 253 0
0
289 2 1248 98 0.9234690652128131 0.10845135772865643 0
7 125 0 126 2954313 151 1325005 176 1223339 201 1271118 226 2435595 227 0
1 288
290 2 670 7 0.9286245846634718 0.14783453075772116 0
11 24 0 25 1081543 48 1620964 72 1406860 95 1482745 119 1403305 142 1734273 165 1590648 189 1498233 212 1397778 213 0
0
291 2 1208 99 0.9184920603198586 0.12813472694770617 0
14 16 0 17 1836107 42 2300063 66 1693222 91 849394 116 1445711 140 2604791 165 3115911 189 2693862 214 1788729 239 1257113 263 943259 288 948628 289 0
1 290
292 2 966 149 0.9136225304392932 0.14268063876469678 0
12 31 0 32 2064472 57 1395268 82 1175685 106 1309490 131 1309773 156 1799461 181 1682474 205 1166514 230 2054969 255 3029227 256 0
1 290
293 2 779 177 0.913245910024405 0.10769287396326967 0
11 79 0 80 3337201 104 1524432 127 1282883 151 1706099 175 1456562 198 855582 222 1238617 245 2448880 269 2719597 270 0
2 290 291
294 2 1491 115 0.9299250612541408 0.14642099577629164 0
14 1 0 2 1214038 26 1360363 51 878522 75 1047704 99 642247 123 503223 148 1004154 172 1181474 196 1217173 220 1587622 245 1360181 269 1842931 270 0
0
295 2 788 109 0.929496720715909 0.13822197722774063 0
8 22 0 23 1487811 46 997064 70 1582187 93 2568863 117 1922384 140 1952548 141 0
2 294 296
296 2 567 133 0.9263181964305727 0.07078253040672484 0
7 167 0 168 1419214 195 1353679 223 1633635 250 1212845 277 1082014 278 0
0
297 2 525 123 0.9247979625094209 0.07059394365278049 0
13 15 0 16 2136819 40 1802666 65 1693494 89 1354726 113 1928993 137 2141973 162 1790545 186 1854185 210 1537279 235 2844021 259 1781074 260 0
0
298 2 1237 103 0.9143995585882096 0.017335208210998147 0
8 145 0 146 1537707 172 1734044 198 1943275 224 2605155 250 1430237 276 1173381 277 0
3 297 299 300
299 2 1327 57 0.9192035707543902 0.015231744509021877 0
10 85 0 86 1256489 112 1213857 137 1610236 163 1581052 188 2234933 214 1603031 239 1966162 265 2240167 266 0
0
300 2 626 88 0.9284648006422669 0.01013921407781455 0
12 69 0 70 1341833 95 1672029 121 1722824 146 1767487 171 1206607 197 1456800 222 1166304 247 1584200 273 972715 298 1396894 299 0
0
301 2 1360 61 0.9138844754008858 0.07105779664852267 0
8 77 0 78 1370543 104 1580036 130 1039660 155 442970 181 703659 207 415654 208 0
0
302 2 807 168 0.9226659817057974 0.09091215130469196 0
12 42 0 43 1919826 69 1843334 95 879776 121 1054814 147 1853887 173 1652734 199 1430170 225 1572987 251 2515603 277 3045640 278 0
1 301
303 2 701 142 0.9297775757318671 0.005796049755766091 0
12 30 0 31 2272930 56 1687937 82 1421304 107 1093450 133 1479474 158 1515195 184 1981964 209 1979990 235 1391824 260 2297248 261 0
2 301 302
304 2 1459 47 0.9217838179143829 0.09821382408837445 0
12 26 0 27 1854685 52 1012684 77 1208714 102 585061 127 703318 153 751403 178 1432369 203 1148238 228 1501216 253 1268135 254 0
1 302
305 2 695 144 0.9141596335145226 0.06301622052292034 0
7 63 0 64 1599333 89 1393978 115 1671986 140 2068731 165 1980173 166 0
0
306 2 1065 101 0.9175343067645675 0.10604404852885628 0
12 63 0 64 270200 90 359822 116 388811 143 411501 169 620652 195 959662 221 2062252 248 1507673 274 1481515 300 1435936 301 0
1 305
307 2 1042 28 0.9127974432992425 0.06521413648386268 0
14 20 0 21 1235688 45 1537253 69 2119409 94 1928060 118 3441753 142 1785851 166 1461515 190 1140414 214 742247 239 709144 263 677690 287 539421 288 0
0
308 2 1465 156 0.9128666934967822 0.09581316005696536 0
10 51 0 52 881968 77 680292 103 670910 128 1091465 154 1347569 179 1856349 205 3353080 230 3546462 231 0
1 307
309 2 963 188 0.9278678009981348 0.0968640526317575 0
14 4 0 5 1556634 29 1717087 53 1870458 78 1480060 102 1724823 126 1370063 150 1299942 174 1782175 198 1507750 223 1421187 247 1437987 271 2028599 272 0
0
310 2 1134 104 0.9194637048972578 0.12229380264958067 0
8 119 0 120 766052 144 942537 167 1438235 191 1606171 214 2188982 238 1656393 239 0
1 309
311 2 837 1 0.9165168731369542 0.02898469661830384 0
13 26 0 27 432829 51 685102 76 1002385 101 1090400 125 913341 149 2027697 174 2134330 199 1609382 223 2234649 247 1645252 272 873152 273 0
0
312 2 1433 17 0.9230581970648182 0.004519240534747548 0
13 47 0 48 1461323 73 2101289 97 1441190 122 1143605 147 970038 171 827703 196 378798 221 193188 246 186518 270 196328 295 164851 296 0
0
313 2 854 158 0.9134324024600221 0.07896238040999214 0
13 19 0 20 1645563 46 674806 71 1370479 97 1496941 123 1226723 149 1492756 174 1497734 200 1062731 226 1173209 251 1064653 277 2263616 278 0
1 312
314 2 1287 161 0.914964233528403 0.08612769025175819 0
15 4 0 5 2049904 29 2588512 53 2852735 77 2058153 101 1034312 125 675987 149 800525 173 1185198 197 1470763 221 837643 245 1637884 269 2422744 293 3704591 294 0
0
315 2 641 89 0.9205405636725223 0.07447501871520194 0
9 77 0 78 1856816 102 1233718 126 1792826 149 1069111 173 1112520 197 1158971 221 1205432 222 0
0
316 2 920 75 0.9230983282467093 0.0889577935644755 0
9 125 0 126 1533934 153 1521727 179 874511 206 1203655 233 1085795 259 1030064 286 1672314 287 0
1 315
317 2 791 151 0.9183107044446319 0.07355524570868283 0
7 22 0 23 2173342 50 2139831 77 1485884 103 1454178 130 1174490 131 0
0
318 2 1178 114 0.9240600084480229 0.05993362191987836 0
10 107 0 108 1329015 133 1458469 158 2032138 183 1848080 208 1813689 233 2385850 258 1839718 283 1345878 284 0
1 317
319 2 1175 13 0.9260845772322572 0.005257480100790473 0
14 7 0 8 2122264 34 1990485 60 1958452 86 2084230 112 2807199 138 1715525 164 1660541 190 1462185 216 1233910 242 1124525 268 1935451 294 1785742 295 0
0
320 2 1272 28 0.9268687761493652 0.02350300233891842 0
8 140 0 141 1961302 165 819081 189 872336 212 1536040 236 1000119 260 1780078 261 0
1 319
321 2 901 146 0.9136204053521924 0.0639529108272701 0
8 125 0 126 1627541 151 2384482 175 1828215 200 2138733 224 1503435 249 1765232 250 0
2 319 320
322 2 1373 182 0.9290164351702711 0.02129695838045029 0
10 105 0 106 1322764 130 1100336 154 1051514 178 1349364 203 1947816 227 1871187 251 1366576 275 1003095 276 0
1 319
323 2 996 185 0.9273889964006916 0.04159092927141618 0
9 21 0 22 1694230 47 2039046 73 1565709 98 1358610 123 1045886 149 644467 174 859269 175 0
0
324 2 971 86 0.9117262228010036 0.06659968810708182 0
7 4 0 5 2208484 32 1359180 59 1310156 86 933525 113 1042148 114 0
1 323
325 2 748 60 0.9285184467762363 0.11428521599327059 0
7 17 0 18 1050771 43 1600188 68 1311054 93 1740508 118 1550787 119 0
2 323 326
326 2 1157 53 0.9178847064839377 0.0696777708725309 0
7 8 0 9 1436902 36 1347270 63 2504419 89 1818073 116 1741907 117 0
0
327 2 679 77 0.9135626827873918 0.06732624432721092 0
14 20 0 21 3468716 46 2756532 71 1951284 96 1917941 121 1713999 146 1495392 171 1242395 196 912319 221 1305392 246 1548428 271 1054239 296 916987 297 0
0
328 2 1354 89 0.9175307000566649 0.008308225902716371 0
9 77 0 78 795445 103 1187287 128 1544439 153 1255076 178 1549382 203 1262615 228 819604 229 0
0
329 2 1277 32 0.928825607734448 0.0355458126413146 0
7 143 0 144 1704339 170 2332112 196 2131770 222 1316628 248 1738980 249 0
0
330 2 591 105 0.9204547087395276 0.028477177555794472 0
13 17 0 18 1148949 44 936955 70 1624759 96 2122606 122 2308404 149 2205068 175 2382825 201 1466918 227 1350802 253 1286612 279 611526 280 0
1 329
331 2 1063 70 0.9264258791624312 0.08008207175184297 0
10 96 0 97 1179419 120 1588603 144 1351128 167 1087627 191 1488014 214 1390433 238 950773 261 1682060 262 0
0
332 2 1224 59 0.925105777936223 0.0505594739750419 0
13 8 0 9 372217 34 481652 59 1308261 85 1827969 110 1637019 135 1481694 160 2003539 185 2259184 211 2053540 236 1130489 261 1222494 262 0
0
333 2 1416 75 0.9137290291150826 0.006287901113681293 0
8 24 0 25 1729386 50 1125994 76 1005398 101 935841 127 1230238 152 926974 153 0
1 332
334 2 1200 41 0.9237155559787039 0.13732276634355753 0
14 13 0 14 2596208 38 3263049 62 1824069 87 1652773 111 1499796 135 1898310 159 1764538 183 1775631 207 1398243 232 1054135 256 1159211 280 1502920 281 0
1 333
335 2 894 38 0.9297464068684735 0.031301469987890664 0
13 37 0 38 1410743 63 1760017 88 1510309 113 1805013 138 1113749 163 1304976 189 883631 214 610644 239 740117 264 547721 289 711351 290 0
0
336 2 1220 126 0.927953452785758 0.07393920478494785 0
14 5 0 6 1172235 31 689075 55 482873 80 1199778 105 1008752 129 1759501 154 1499172 178 1588366 203 801502 228 881900 252 568691 277 694246 278 0
2 335 337
337 2 1008 83 0.9278137811285785 0.1329649383477633 0
9 127 0 128 687943 152 615924 176 771770 201 1224758 225 1625638 249 2226506 273 3457674 274 0
0
338 2 957 109 0.9166393849346818 0.016404622082666662 0
8 28 0 29 1639323 54 1388024 80 2042932 105 1631677 131 1904652 156 2215108 157 0
0
339 2 1471 49 0.927135119607135 0.13825787384173793 0
14 6 0 7 827416 31 1354194 56 1251463 80 1093049 104 737073 128 745999 153 1346120 177 1562002 201 1464000 225 2925014 250 3266353 274 2659337 275 0
1 338
340 2 999 107 0.9105790722188664 0.06465620706746468 0
13 7 0 8 457637 33 564478 58 676936 83 1278489 108 1003197 133 1004358 157 825338 182 1071889 207 1297924 232 1799530 257 1485332 258 0
1 339
341 2 1069 76 0.9229277933983262 0.07480817488709385 0
12 31 0 32 779126 56 880410 80 1309016 103 1263347 127 2132779 151 1376760 175 2123342 198 1766697 222 1642699 246 836112 247 0
0
342 2 999 11 0.9183595905476826 0.0499362272757506 0
11 79 0 80 2050080 106 2365126 132 1504752 158 1245159 185 1329464 211 1399493 237 1069084 263 798251 289 500625 290 0
0
343 2 608 59 0.9249798910111267 0.0657128748211089 0
11 59 0 60 2275029 84 1660814 108 991850 132 637489 157 447111 181 579181 205 524833 229 1163884 253 2293713 254 0
2 342 344
344 2 864 109 0.9191969691550204 0.029320933355518455 0
12 54 0 55 1164203 79 988956 102 610939 126 582105 149 753471 173 1017717 196 987607 220 1664621 243 3637515 267 2873997 268 0
0
345 2 1499 33 0.9249887183279979 0.11985709204906261 0
13 45 0 46 1099024 70 854659 94 774343 118 814057 142 1213400 166 1248026 190 1643679 214 2343613 238 1879085 262 2308970 286 3115498 287 0
0
346 2 1423 55 0.9130873122308344 0.05956918123692994 0
12 6 0 7 2028983 31 1601324 56 1852877 80 1322966 104 644677 129 558304 153 807352 177 714528 202 512169 226 751008 227 0
1 345
347 2 921 118 0.9156476940321868 0.09859238753398962 0
13 14 0 15 1898999 39 2141873 63 1699035 87 1963487 111 938397 135 1187956 158 1373568 182 1434222 206 1563692 230 1447695 254 1108813 255 0
2 346 348
348 2 899 33 0.9200022580006473 0.11800411281545783 0
10 123 0 124 866185 147 1021520 170 956554 193 1299326 217 1395701 240 1039292 263 1804086 286 1426945 287 0
0
349 2 1103 119 0.9281906660466759 0.11709231213018828 0
11 91 0 92 827806 116 1431118 139 881354 163 1190148 187 936304 210 882374 234 897899 257 1154342 281 1168394 282 0
0
350 2 750 169 0.9204076306038302 0.10002673570991093 0
11 99 0 100 1482064 125 822430 149 882132 174 1443441 199 1472021 224 1112482 249 2120098 273 1590866 298 1711062 299 0
0
351 2 798 145 0.9175248210924182 0.12608759066857478 0
8 145 0 146 816267 172 1201491 198 1549397 224 1988898 250 1941923 276 3064432 277 0
1 350
352 2 952 8 0.9171432630190566 0.002498858881161653 0
12 27 0 28 1940093 53 1951221 78 2096687 103 1731644 128 1655898 154 1195255 179 446892 204 952819 229 1030295 254 931441 255 0
1 351
353 2 940 173 0.9103061144623333 0.13645993696027411 0
11 6 0 7 1537599 33 1671435 59 1402251 84 2326173 110 1859623 136 2347537 161 2091530 187 2688694 213 1215858 214 0
0
354 2 1164 154 0.9231129165760524 0.0976774189487271 0
7 180 0 181 1835484 208 1634030 235 1597692 263 1409947 290 939780 291 0
0
355 2 882 128 0.9192523929422883 0.1452141292640278 0
10 109 0 110 849844 136 1717105 162 1439524 188 1250788 213 1046244 239 756242 265 1354450 291 893769 292 0
1 354
356 2 536 63 0.9240811957281038 0.11992954768765457 0
10 41 0 42 1327327 67 920786 92 842443 117 963286 143 1521900 168 1061591 193 856425 218 1065728 219 0
0
357 2 571 175 0.9234769532749508 0.006690497891236485 0
15 4 0 5 872784 29 1130155 53 1974447 78 1889227 102 1259164 126 906978 151 1219412 175 1343833 199 1193019 223 2233842 247 1916871 272 1474807 296 1215766 297 0
1 356
358 2 1280 52 0.9146044474365889 0.044135940069955165 0
14 8 0 9 1831479 35 1771954 60 1400406 86 1509789 112 1193382 138 1150908 163 1784244 189 1358688 215 1328151 241 2176683 266 2752455 292 2258878 293 0
1 357
359 2 863 65 0.911648961140708 0.07523163258990444 0
7 148 0 149 1155503 177 1089537 205 1265589 232 1756118 260 1527208 261 0
2 357 358
360 2 943 40 0.9103485093685012 0.053114847295338365 0
14 4 0 5 705266 31 918702 57 757149 82 936474 108 1133648 134 1553371 160 1066063 186 1477571 212 978231 237 909452 263 1669518 289 1833331 290 0
0
361 2 1005 19 0.9222316893336274 0.1298990001681024 0
14 8 0 9 1204398 35 1251064 61 853684 87 1009177 113 529462 139 573680 165 808279 191 1234985 217 1838473 243 835448 269 689490 295 649634 296 0
0
362 2 1275 123 0.9248283403783764 0.12280984126824741 0
11 5 0 6 477524 31 758933 57 697921 82 1040946 107 1400722 133 1535800 158 1245576 184 1526014 209 1237813 210 0
1 361
363 2 876 22 0.9297078529418715 0.045080487497776926 0
10 54 0 55 1062700 81 1237484 107 880241 133 1343134 158 2128239 184 1879722 210 1584371 236 1875500 237 0
2 361 364
364 2 890 154 0.9257981880048559 0.07639320906513525 0
7 90 0 91 1082123 118 1294053 145 1117075 173 890228 200 790393 201 0
0
365 2 1310 145 0.9202237141883418 0.09094192052680516 0
10 65 0 66 863763 91 1009329 117 1095502 142 1428256 168 1714033 193 1842841 219 1738893 244 1609463 245 0
0
366 2 1067 66 0.9184619352827408 0.03474130676131601 0
12 56 0 57 609985 81 865403 104 982042 128 1147415 152 716555 175 1093602 199 1376244 223 1457943 246 2189497 270 3745879 271 0
0
367 2 1307 42 0.9129079942177959 0.14365630663434323 0
14 24 0 25 1712482 49 840240 74 1215851 98 1356018 122 677992 146 1271272 171 1777292 195 2252615 219 2025153 243 2070893 268 1589908 292 818928 293 0
3 366 368 369
368 2 1311 52 0.9272242665052612 0.0767564193391569 0
10 77 0 78 946488 102 1634119 126 1351428 150 763682 173 811531 197 912290 221 1884418 245 3596582 246 0
0
369 2 1346 70 0.9238936022188421 0.028028961039496928 0
7 70 0 71 1241947 98 2509665 125 2328451 153 1595251 180 1922654 181 0
1 368
370 2 1365 73 0.9247660821846052 0.09440653465473924 0
9 130 0 131 1781407 156 1855251 181 832076 205 924901 230 758315 255 442597 280 422557 281 0
0
371 2 1020 31 0.9277421270110963 0.12117889462293809 0
11 12 0 13 2050355 37 2616020 62 2260019 87 1310978 111 2417890 135 1751705 160 1434485 185 963333 209 1243852 210 0
1 370
372 2 1386 51 0.9285027713699748 0.015728857015750903 0
9 71 0 72 776071 98 1173258 124 1843471 149 2502844 175 2477728 201 2136129 227 1303619 228 0
1 370
373 2 958 54 0.9104201432996868 0.0612819014594305 0
8 162 0 163 1922579 190 1730026 217 1070466 243 1275233 270 1702631 297 1946681 298 0
0
374 2 1118 109 0.9191441964365723 0.1430464689475742 0
15 1 0 2 1479570 27 2259496 51 2347664 76 2954437 101 2082425 126 1537413 151 730385 175 521531 200 587360 225 862107 249 844339 274 1434566 299 1793307 300 0
1 373
375 2 705 62 0.9185865327985303 0.052458464458313564 0
9 58 0 59 2603973 83 2841675 108 1407501 132 1542466 156 1342430 181 1433482 205 1557840 206 0
1 374
376 2 1467 68 0.9277455555667529 0.03969376277323495 0
9 83 0 84 1392666 111 1933993 137 1571298 164 1083045 191 1248562 217 967243 244 770441 245 0
0
377 2 1463 152 0.9116564358493074 0.04134410992857574 0
13 26 0 27 1065200 51 1000203 74 1122001 98 939438 122 911264 145 1249383 169 1017825 193 924101 217 1347173 240 1320026 264 716589 265 0
0
378 2 1263 78 0.9123107858357806 0.07512039971261257 0
13 16 0 17 712683 42 897396 66 1414044 91 1672636 115 1508150 140 1413415 165 1030326 189 2205740 214 1564168 238 1405539 263 927924 264 0
1 377
379 2 1028 181 0.9151635734264372 0.021071613186429767 0
8 11 0 12 1558940 38 1447410 64 1514932 91 1163257 117 1199053 143 2028103 144 0
2 377 378
380 2 1103 64 0.9196519577423924 0.12812600786247116 0
14 13 0 14 3611908 38 2876609 63 2770870 87 1367651 111 1024830 136 917612 160 921078 185 1236794 209 813896 233 547214 258 542597 282 595090 283 0
0
381 2 766 170 0.9240526202343494 0.007753528384603619 0
9 34 0 35 222218 61 408014 87 878457 113 1842542 139 1436012 165 1856598 191 2378312 192 0
1 380
382 2 1436 72 0.9202585103955101 0.014031469258914436 0
